Bradley, Phil	Seattle	                            526 163  12  88  50  77   4 1556 470  38 245 167 174American	West	LF	              250  11   1 750.000
Garner, Phil	Houston	                             313  83   9  43  41  30  14 58851543 104 751 714 535National	West	3B	               58 141  23 450.000
Incaviglia, Pete	Texas	                           540 135  30  82  88  55   1  540 135  30  82  88  55American	West	RF	              157   6  14 172.000
Molitor, Paul	Milwaukee	                          437 123   9  62  55  40   9 41391203  79 676 390 364American	East	3B	               82 170  151260.000
O'Brien, Pete	Texas	                              551 160  23  86  90  87   5 2235 602  75 278 328 273American	West	1B	             1224 115  11    .   
Rose, Pete	Cincinnati	                            237  52   0  15  25  30  24140534256 160216513141566National	West	1B	              523  43   6 750.000
Sheridan, Pat	Detroit	                            236  56   6  41  19  21   5 1257 329  24 166 125 105American	East	OF	              172   1   4 190.000
Tabler, Pat	Cleveland	                            473 154   6  61  48  29   6 1966 566  29 250 252 178American	East	1B	              846  84   9 580.000
Belliard, Rafael	Pittsburgh	                      309  72   0  33  31  26   5  354  82   0  41  32  26National	East	SS	              117 269  12 130.000
Burleson, Rick	California	                        271  77   5  35  29  33  12 49331358  48 630 435 403American	West	UT	               62  90   3 450.000
Bush, Randy	Minneapolis	                          357  96   7  50  45  39   5 1394 344  43 178 192 136American	West	LF	              167   2   4 300.000
Cerone, Rick	Milwaukee	                           216  56   4  22  18  15  12 2796 665  43 266 304 198American	East	C	               391  44   4 250.000
Cey, Ron	Chicago	                                 256  70  13  42  36  44  16 70581845 312 9651128 990National	East	3B	               41 118   81050.000
Deer, Rob	Milwaukee	                              466 108  33  75  86  72   3  652 142  44 102 109 102American	East	RF	              286   8   8 215.000
Dempsey, Rick	Baltimore	                          327  68  13  42  29  45  18 3949 939  78 438 380 466American	East	C	               659  53   7 400.000
Gedman, Rich	Boston	                              462 119  16  49  65  37   7 2131 583  69 244 288 150American	East	C	               866  65   6    .   
Hassey, Ron	New York	                             341 110   9  45  49  46   9 2331 658  50 249 322 274American	East	C	               251   9   4 560.000
Henderson, Rickey	New York	                       608 160  28 130  74  89   8 40711182 103 862 417 708American	East	CF	              426   4   61670.000
Jackson, Reggie	California	                       419 101  18  65  58  92  20 95282510 548150916591342American	West	DH	                0   0   0 487.500
Jones, Ruppert	California	                        393  90  17  73  49  64  11 42231056 139 618 551 514American	West	RF	              205   5   4    .   
Kittle, Ron	Chicago	                              376  82  21  42  60  35   5 1770 408 115 238 299 157American	West	DH	                0   0   0 425.000
Knight, Ray	New York	                             486 145  11  51  76  40  11 39671102  67 410 497 284National	East	3B	               88 204  16 500.000
Kutcher, Randy	San Francisco	                     186  44   7  28  16  11   1  186  44   7  28  16  11National	West	OF	               99   3   1    .   
Law, Rudy	Kansas City	                            307  80   1  42  36  29   7 2421 656  18 379 198 184American	West	OF	              145   2   2    .   
Leach, Rick	Toronto	                              246  76   5  35  39  13   6  912 234  12 102  96  80American	East	DO	               44   0   1 250.000
Manning, Rick	Milwaukee	                          205  52   8  31  27  17  12 51341323  56 643 445 459American	East	OF	              155   3   2 400.000
Mulliniks, Rance	Toronto	                         348  90  11  50  45  43  10 2288 614  43 295 273 269American	East	3B	               60 176   6 450.000
Oester, Ron	Cincinnati	                           523 135   8  52  44  52   9 3368 895  39 377 284 296National	West	2B	              367 475  19 750.000
Quinones, Rey	Boston	                             312  68   2  32  22  24   1  312  68   2  32  22  24American	East	SS	               86 150  15  70.000
Ramirez, Rafael	Atlanta	                          496 119   8  57  33  21   7 3358 882  36 365 280 165National	West	S3	              155 371  29 875.000
Reynolds, R.J.	Pittsburgh	                        402 108   9  63  48  40   4 1034 278  16 135 125  79National	East	LF	              190   2   9 190.000
Roenicke, Ron	Philadelphia	                       275  68   5  42  42  61   6  961 238  16 128 104 172National	East	OF	              181   3   2 191.000
Sandberg, Ryne	Chicago	                           627 178  14  68  76  46   6 3146 902  74 494 345 242National	East	2B	              309 492   5 740.000
Santana, Rafael	New York	                         394  86   1  38  28  36   4 1089 267   3  94  71  76National	East	SS	              203 369  16 250.000
Schu, Rick	Philadelphia	                          208  57   8  32  25  18   3  653 170  17  98  54  62National	East	3B	               42  94  13 140.000
Sierra, Ruben	Texas	                              382 101  16  50  55  22   1  382 101  16  50  55  22American	West	OF	              200   7   6  97.500
Smalley, Roy	Minneapolis	                         459 113  20  59  57  68  12 53481369 155 713 660 735American	West	DH	                0   0   0 740.000
Thompson, Robby	San Francisco	                    549 149   7  73  47  42   1  549 149   7  73  47  42National	West	2B	              255 450  17 140.000
Wilfong, Rob	California	                          288  63   3  25  33  16  10 2682 667  38 315 259 204American	West	2B	              135 257   7 341.667
Williams, Reggie	Los Angeles	                     303  84   4  35  32  23   2  312  87   4  39  32  23National	West	CF	              179   5   3    .   
Yount, Robin	Milwaukee	                           522 163   9  82  46  62  13 70372019 1531043 827 535American	East	CF	              352   9   11000.000
Balboni, Steve	Kansas City	                       512 117  29  54  88  43   6 1750 412 100 204 276 155American	West	1B	             1236  98  18 100.000
Bradley, Scott	Seattle	                           220  66   5  20  28  13   3  290  80   5  27  31  15American	West	C	               281  21   3  90.000
Bream, Sid	Pittsburgh	                            522 140  16  73  77  60   4  730 185  22  93 106  86National	East	1B	             1320 166  17 200.000
Buechele, Steve	Texas	                            461 112  18  54  54  35   2  680 160  24  76  75  49American	West	3B	              111 226  11 135.000
Dunston, Shawon	Chicago	                          581 145  17  66  68  21   2  831 210  21 106  86  40National	East	SS	              320 465  32 155.000
Fletcher, Scott	Texas	                            530 159   3  82  50  47   6 1619 426  11 218 149 163American	West	SS	              196 354  15 475.000
Garvey, Steve	San Diego	                          557 142  21  58  81  23  18 87592583 27111381299 478National	West	1B	             1160  53   71450.000
Jeltz, Steve	Philadelphia	                        439  96   0  44  36  65   4  711 148   1  68  56  99National	East	SS	              229 406  22 150.000
Lombardozzi, Steve	Minneapolis	                   453 103   8  53  33  52   2  507 123   8  63  39  58American	West	2B	              289 407   6 105.000
Owen, Spike	Seattle	                              528 122   1  67  45  51   4 1716 403  12 211 146 155American	West	SS	              209 372  17 350.000
Sax, Steve	Los Angeles	                           633 210   6  91  56  59   6 3070 872  19 420 230 274National	West	2B	              367 432  16  90.000
Armas, Tony	Boston	                               425 112  11  40  58  24  11 45131134 224 542 727 230American	East	CF	              247   4   8    .   
Bernazard, Tony	Cleveland	                        562 169  17  88  73  53   8 3181 841  61 450 342 373American	East	2B	              351 442  17 530.000
Brookens, Tom	Detroit	                            281  76   3  42  25  20   8 2658 657  48 324 300 179American	East	UT	              106 144   7 341.667
Brunansky, Tom	Minneapolis	                       593 152  23  69  75  53   6 2765 686 133 369 384 321American	West	RF	              315  10   6 940.000
Fernandez, Tony	Toronto	                          687 213  10  91  65  27   4 1518 448  15 196 137  89American	East	SS	              294 445  13 350.000
Flannery, Tim	San Diego	                          368 103   3  48  28  54   8 1897 493   9 207 162 198National	West	2B	              209 246   3 326.667
Foley, Tom	Montreal	                              263  70   1  26  23  30   4  888 220   9  83  82  86National	East	UT	               81 147   4 250.000
Gwynn, Tony	San Diego	                            642 211  14 107  59  52   5 2364 770  27 352 230 193National	West	RF	              337  19   4 740.000
Harper, Terry	Atlanta	                            265  68   8  26  30  29   7 1337 339  32 135 163 128National	West	OF	               92   5   3 425.000
Harrah, Toby	Texas	                               289  63   7  36  41  44  17 74021954 1951115 9191153American	West	2B	              166 211   7    .   
Herr, Tommy	St Louis	                             559 141   2  48  61  73   8 3162 874  16 421 349 359National	East	2B	              352 414   9 925.000
Hulett, Tim	Chicago	                              520 120  17  53  44  21   4  927 227  22 106  80  52American	West	3B	               70 144  11 185.000
Kennedy, Terry	San Diego	                         432 114  12  46  57  37   9 3373 916  82 347 477 238National	West	C	               692  70   8 920.000
Landrum, Tito	St Louis	                           205  43   2  24  17  20   7  854 219  12 105  99  71National	East	OF	              131   6   1 286.667
Laudner, Tim	Minneapolis	                         193  47  10  21  29  24   6 1136 256  42 129 139 106American	West	C	               299  13   5 245.000
O'Malley, Tom	Baltimore	                          181  46   1  19  18  17   5  937 238   9  88  95 104American	East	3B	               37  98   9    .   
Paciorek, Tom	Texas	                              213  61   4  17  22   3  17 40611145  83 488 491 244American	West	UT	              178  45   4 235.000
Pena, Tony	Pittsburgh	                            510 147  10  56  52  53   7 2872 821  63 307 340 174National	East	C	               810  99  181150.000
Pendleton, Terry	St Louis	                        578 138   1  56  59  34   3 1399 357   7 149 161  87National	East	3B	              133 371  20 160.000
Perez, Tony	Cincinnati	                           200  51   2  14  29  25  23 97782732 37912721652 925National	West	1B	              398  29   7    .   
Phillips, Tony	Oakland	                           441 113   5  76  52  76   5 1546 397  17 226 149 191American	West	2B	              160 290  11 425.000
Puhl, Terry	Houston	                              172  42   3  17  14  15  10 40861150  57 579 363 406National	West	OF	               65   0   0 900.000
Raines, Tim	Montreal	                             580 194   9  91  62  78   8 33721028  48 604 314 469National	East	LF	              270  13   6    .   
Simmons, Ted	Atlanta	                             127  32   4  14  25  12  19 83962402 24210481348 819National	West	UT	              167  18   6 500.000
Teufel, Tim	New York	                             279  69   4  35  31  32   4 1359 355  31 180 148 158National	East	2B	              133 173   9 277.500
Wallach, Tim	Montreal	                            480 112  18  50  71  44   7 3031 771 110 338 406 239National	East	3B	               94 270  16 750.000
Coleman, Vince	St Louis	                          600 139   0  94  29  60   2 1236 309   1 201  69 110National	East	LF	              300  12   9 160.000
Hayes, Von	Philadelphia	                          610 186  19 107  98  74   6 2728 753  69 399 366 286National	East	1B	             1182  96  131300.000
Law, Vance	Montreal	                              360  81   5  37  44  37   7 2268 566  41 279 257 246National	East	2B	              170 284   3 525.000
Backman, Wally	New York	                          387 124   1  67  27  36   7 1775 506   6 272 125 194National	East	2B	              186 290  17 550.000
Boggs, Wade	Boston	                               580 207   8 107  71 105   5 2778 978  32 474 322 417American	East	3B	              121 267  191600.000
Clark, Will	San Francisco	                        408 117  11  66  41  34   1  408 117  11  66  41  34National	West	1B	              942  72  11 120.000
Joyner, Wally	California	                         593 172  22  82 100  57   1  593 172  22  82 100  57American	West	1B	             1222 139  15 165.000
Krenchicki, Wayne	Montreal	                       221  53   2  21  23  22   8 1063 283  15 107 124 106National	East	13	              325  58   6    .   
McGee, Willie	St Louis	                           497 127   7  65  48  37   5 2703 806  32 379 311 138National	East	CF	              325   9   3 700.000
Randolph, Willie	New York	                        492 136   5  76  50  94  12 55111511  39 897 451 875American	East	2B	              313 381  20 875.000
Tolleson, Wayne	Chicago	                          475 126   3  61  43  52   6 1700 433   7 217  93 146American	West	3B	               37 113   7 385.000
Upshaw, Willie	Toronto	                           573 144   9  85  60  78   8 3198 857  97 470 420 332American	East	1B	             1314 131  12 960.000
Wilson, Willie	Kansas City	                       631 170   9  77  44  31  11 49081457  30 775 357 249American	West	CF	              408   4   31000.000
